Saturday , S600,4090,600 - 33,19:52,South Bellevue Station,East,99554
Saturday , S600,4090,600 - 33,19:56,East Main Station,East,99556
Saturday , S600,4090,600 - 33,19:59,Bellevue Downtown Station,East,99558
Saturday , S600,4090,600 - 33,20:01,Wilburton Station,East,99560
Saturday , S600,4090,600 - 33,20:03,Spring District Station,East,99562
Saturday , S600,4090,600 - 33,20:05,BelRed Station,East,99564
Saturday , S600,4090,600 - 33,20:09,Overlake Village Station,East,99566
Saturday , S600,4090,600 - 33,20:12,Redmond Technology Station,East,99568
Saturday , S600,4096,600 - 33,20:52,South Bellevue Station,East,99554
Saturday , S600,4096,600 - 33,20:56,East Main Station,East,99556
Saturday , S600,4096,600 - 33,20:59,Bellevue Downtown Station,East,99558
Saturday , S600,4096,600 - 33,21:01,Wilburton Station,East,99560
Saturday , S600,4096,600 - 33,21:03,Spring District Station,East,99562
Saturday , S600,4096,600 - 33,21:05,BelRed Station,East,99564
Saturday , S600,4096,600 - 33,21:09,Overlake Village Station,East,99566
Saturday , S600,4096,600 - 33,21:12,Redmond Technology Station,East,99568
Saturday , S600,402,600 - 33,21:52,South Bellevue Station,East,99554
Saturday , S600,402,600 - 33,21:56,East Main Station,East,99556
Saturday , S600,402,600 - 33,21:59,Bellevue Downtown Station,East,99558
Saturday , S600,402,600 - 33,22:01,Wilburton Station,East,99560
Saturday ,,451,600 - 34, 5:08   ,East Link Base,,92015
Saturday ,,451,600 - 34, 5:10   ,Spring District Station,,99562
Saturday , S600,3003,600 - 34, 5:35   ,Redmond Technology Station,West,99569
Saturday , S600,3003,600 - 34, 5:37   ,Overlake Village Station,West,99567
Saturday , S600,3003,600 - 34, 5:42   ,BelRed Station,West,99565
Saturday , S600,3003,600 - 34, 5:44   ,Spring District Station,West,99563
Saturday , S600,3003,600 - 34, 5:46   ,Wilburton Station,West,99561
Saturday , S600,3003,600 - 34, 5:48   ,Bellevue Downtown Station,West,99559
Saturday , S600,3003,600 - 34, 5:52   ,East Main Station,West,99557
Saturday , S600,3003,600 - 34, 5:55   ,South Bellevue Station,West,99554
Saturday , S600,3010,600 - 34, 6:35   ,Redmond Technology Station,West,99569
Saturday , S600,3010,600 - 34, 6:37   ,Overlake Village Station,West,99567
Saturday , S600,3010,600 - 34, 6:42   ,BelRed Station,West,99565
Saturday , S600,3010,600 - 34, 6:44   ,Spring District Station,West,99563
Saturday , S600,3010,600 - 34, 6:46   ,Wilburton Station,West,99561
Saturday , S600,3010,600 - 34, 6:48   ,Bellevue Downtown Station,West,99559
Saturday , S600,3010,600 - 34, 6:52   ,East Main Station,West,99557
Saturday , S600,3010,600 - 34, 6:55   ,South Bellevue Station,West,99554
Saturday , S600,3016,600 - 34, 7:35   ,Redmond Technology Station,West,99569
Saturday , S600,3016,600 - 34, 7:37   ,Overlake Village Station,West,99567
Saturday , S600,3016,600 - 34, 7:42   ,BelRed Station,West,99565
Saturday , S600,3016,600 - 34, 7:44   ,Spring District Station,West,99563
Saturday , S600,3016,600 - 34, 7:46   ,Wilburton Station,West,99561
Saturday , S600,3016,600 - 34, 7:48   ,Bellevue Downtown Station,West,99559
Saturday , S600,3016,600 - 34, 7:52   ,East Main Station,West,99557
Saturday , S600,3016,600 - 34, 7:55   ,South Bellevue Station,West,99554
Saturday , S600,3022,600 - 34, 8:35   ,Redmond Technology Station,West,99569
Saturday , S600,3022,600 - 34, 8:37   ,Overlake Village Station,West,99567
Saturday , S600,3022,600 - 34, 8:42   ,BelRed Station,West,99565
Saturday , S600,3022,600 - 34, 8:44   ,Spring District Station,West,99563
Saturday , S600,3022,600 - 34, 8:46   ,Wilburton Station,West,99561
Saturday , S600,3022,600 - 34, 8:48   ,Bellevue Downtown Station,West,99559
Saturday , S600,3022,600 - 34, 8:52   ,East Main Station,West,99557
Saturday , S600,3022,600 - 34, 8:55   ,South Bellevue Station,West,99554
Saturday , S600,3028,600 - 34, 9:35   ,Redmond Technology Station,West,99569
Saturday , S600,3028,600 - 34, 9:37   ,Overlake Village Station,West,99567
Saturday , S600,3028,600 - 34, 9:42   ,BelRed Station,West,99565
Saturday , S600,3028,600 - 34, 9:44   ,Spring District Station,West,99563
Saturday , S600,3028,600 - 34, 9:46   ,Wilburton Station,West,99561
Saturday , S600,3028,600 - 34, 9:48   ,Bellevue Downtown Station,West,99559
Saturday , S600,3028,600 - 34, 9:52   ,East Main Station,West,99557
Saturday , S600,3028,600 - 34, 9:55   ,South Bellevue Station,West,99554
Saturday , S600,3034,600 - 34,10:35,Redmond Technology Station,West,99569
Saturday , S600,3034,600 - 34,10:37,Overlake Village Station,West,99567
Saturday , S600,3034,600 - 34,10:42,BelRed Station,West,99565
Saturday , S600,3034,600 - 34,10:44,Spring District Station,West,99563
Saturday , S600,3034,600 - 34,10:46,Wilburton Station,West,99561
Saturday , S600,3034,600 - 34,10:48,Bellevue Downtown Station,West,99559
Saturday , S600,3034,600 - 34,10:52,East Main Station,West,99557
Saturday , S600,3034,600 - 34,10:55,South Bellevue Station,West,99554
Saturday , S600,3040,600 - 34,11:35,Redmond Technology Station,West,99569
Saturday , S600,3040,600 - 34,11:37,Overlake Village Station,West,99567
Saturday , S600,3040,600 - 34,11:42,BelRed Station,West,99565
Saturday , S600,3040,600 - 34,11:44,Spring District Station,West,99563
Saturday , S600,3040,600 - 34,11:46,Wilburton Station,West,99561
Saturday , S600,3040,600 - 34,11:48,Bellevue Downtown Station,West,99559
Saturday , S600,3040,600 - 34,11:52,East Main Station,West,99557
Saturday , S600,3040,600 - 34,11:55,South Bellevue Station,West,99554
Saturday , S600,3046,600 - 34,12:35,Redmond Technology Station,West,99569
Saturday , S600,3046,600 - 34,12:37,Overlake Village Station,West,99567
Saturday , S600,3046,600 - 34,12:42,BelRed Station,West,99565
Saturday , S600,3046,600 - 34,12:44,Spring District Station,West,99563
Saturday , S600,3046,600 - 34,12:46,Wilburton Station,West,99561
Saturday , S600,3046,600 - 34,12:48,Bellevue Downtown Station,West,99559
Saturday , S600,3046,600 - 34,12:52,East Main Station,West,99557
Saturday , S600,3046,600 - 34,12:55,South Bellevue Station,West,99554
Saturday , S600,3052,600 - 34,13:35,Redmond Technology Station,West,99569
Saturday , S600,3052,600 - 34,13:37,Overlake Village Station,West,99567
Saturday , S600,3052,600 - 34,13:42,BelRed Station,West,99565
Saturday , S600,3052,600 - 34,13:44,Spring District Station,West,99563
Saturday , S600,3052,600 - 34,13:46,Wilburton Station,West,99561
Saturday , S600,3052,600 - 34,13:48,Bellevue Downtown Station,West,99559
Saturday , S600,3052,600 - 34,13:52,East Main Station,West,99557
Saturday , S600,3052,600 - 34,13:55,South Bellevue Station,West,99554
Saturday , S600,3058,600 - 34,14:35,Redmond Technology Station,West,99569
Saturday , S600,3058,600 - 34,14:37,Overlake Village Station,West,99567
Saturday , S600,3058,600 - 34,14:42,BelRed Station,West,99565
Saturday , S600,3058,600 - 34,14:44,Spring District Station,West,99563
Saturday , S600,3058,600 - 34,14:46,Wilburton Station,West,99561
Saturday , S600,3058,600 - 34,14:48,Bellevue Downtown Station,West,99559
Saturday , S600,3058,600 - 34,14:52,East Main Station,West,99557
Saturday , S600,3058,600 - 34,14:55,South Bellevue Station,West,99554
Saturday , S600,3064,600 - 34,15:35,Redmond Technology Station,West,99569
Saturday , S600,3064,600 - 34,15:37,Overlake Village Station,West,99567
Saturday , S600,3064,600 - 34,15:42,BelRed Station,West,99565
Saturday , S600,3064,600 - 34,15:44,Spring District Station,West,99563
Saturday , S600,3064,600 - 34,15:46,Wilburton Station,West,99561
Saturday , S600,3064,600 - 34,15:48,Bellevue Downtown Station,West,99559
Saturday , S600,3064,600 - 34,15:52,East Main Station,West,99557
Saturday , S600,3064,600 - 34,15:55,South Bellevue Station,West,99554
Saturday , S600,3070,600 - 34,16:35,Redmond Technology Station,West,99569
Saturday , S600,3070,600 - 34,16:37,Overlake Village Station,West,99567
Saturday , S600,3070,600 - 34,16:42,BelRed Station,West,99565
Saturday , S600,3070,600 - 34,16:44,Spring District Station,West,99563
Saturday , S600,3070,600 - 34,16:46,Wilburton Station,West,99561
Saturday , S600,3070,600 - 34,16:48,Bellevue Downtown Station,West,99559
Saturday , S600,3070,600 - 34,16:52,East Main Station,West,99557
Saturday , S600,3070,600 - 34,16:55,South Bellevue Station,West,99554
Saturday , S600,3076,600 - 34,17:35,Redmond Technology Station,West,99569
Saturday , S600,3076,600 - 34,17:37,Overlake Village Station,West,99567
Saturday , S600,3076,600 - 34,17:42,BelRed Station,West,99565
Saturday , S600,3076,600 - 34,17:44,Spring District Station,West,99563
Saturday , S600,3076,600 - 34,17:46,Wilburton Station,West,99561
Saturday , S600,3076,600 - 34,17:48,Bellevue Downtown Station,West,99559
Saturday , S600,3076,600 - 34,17:52,East Main Station,West,99557
Saturday , S600,3076,600 - 34,17:55,South Bellevue Station,West,99554
Saturday , S600,3082,600 - 34,18:35,Redmond Technology Station,West,99569
Saturday , S600,3082,600 - 34,18:37,Overlake Village Station,West,99567
Saturday , S600,3082,600 - 34,18:42,BelRed Station,West,99565
Saturday , S600,3082,600 - 34,18:44,Spring District Station,West,99563
Saturday , S600,3082,600 - 34,18:46,Wilburton Station,West,99561
Saturday , S600,3082,600 - 34,18:48,Bellevue Downtown Station,West,99559
Saturday , S600,3082,600 - 34,18:52,East Main Station,West,99557
Saturday , S600,3082,600 - 34,18:55,South Bellevue Station,West,99554
Saturday , S600,3088,600 - 34,19:35,Redmond Technology Station,West,99569
Saturday , S600,3088,600 - 34,19:37,Overlake Village Station,West,99567
Saturday , S600,3088,600 - 34,19:42,BelRed Station,West,99565
Saturday , S600,3088,600 - 34,19:44,Spring District Station,West,99563
Saturday , S600,3088,600 - 34,19:46,Wilburton Station,West,99561
Saturday , S600,3088,600 - 34,19:48,Bellevue Downtown Station,West,99559
Saturday , S600,3088,600 - 34,19:52,East Main Station,West,99557
Saturday , S600,3088,600 - 34,19:55,South Bellevue Station,West,99554
Saturday , S600,3094,600 - 34,20:35,Redmond Technology Station,West,99569
Saturday , S600,3094,600 - 34,20:37,Overlake Village Station,West,99567
Saturday , S600,3094,600 - 34,20:42,BelRed Station,West,99565
Saturday , S600,3094,600 - 34,20:44,Spring District Station,West,99563
Saturday , S600,3094,600 - 34,20:46,Wilburton Station,West,99561
Saturday , S600,3094,600 - 34,20:48,Bellevue Downtown Station,West,99559
Saturday , S600,3094,600 - 34,20:52,East Main Station,West,99557
Saturday , S600,3094,600 - 34,20:55,South Bellevue Station,West,99554
Saturday , S600,3100,600 - 34,21:35,Redmond Technology Station,West,99569
Saturday , S600,3100,600 - 34,21:37,Overlake Village Station,West,99567
Saturday , S600,3100,600 - 34,21:42,BelRed Station,West,99565
Saturday , S600,3100,600 - 34,21:44,Spring District Station,West,99563
Saturday , S600,3100,600 - 34,21:46,Wilburton Station,West,99561
Saturday , S600,3100,600 - 34,21:48,Bellevue Downtown Station,West,99559
Saturday , S600,3100,600 - 34,21:52,East Main Station,West,99557
Saturday , S600,3100,600 - 34,21:55,South Bellevue Station,West,99554
Saturday , S600,4001,600 - 34, 5:10   ,Spring District Station,East,99562
Saturday , S600,4001,600 - 34, 5:14   ,BelRed Station,East,99564
Saturday , S600,4001,600 - 34, 5:22   ,Overlake Village Station,East,99566
Saturday , S600,4001,600 - 34, 5:28   ,Redmond Technology Station,East,99569
Saturday ,,456,600 - 34,22:11,Wilburton Station,,99560
Saturday ,,456,600 - 34,22:13,East Link Base,,92015
Saturday , S600,4007,600 - 34, 6:02   ,South Bellevue Station,East,99554
Saturday , S600,4007,600 - 34, 6:06   ,East Main Station,East,99556
Saturday , S600,4007,600 - 34, 6:09   ,Bellevue Downtown Station,East,99558
Saturday , S600,4007,600 - 34, 6:11   ,Wilburton Station,East,99560
Saturday , S600,4007,600 - 34, 6:13   ,Spring District Station,East,99562
Saturday , S600,4007,600 - 34, 6:15   ,BelRed Station,East,99564
Saturday , S600,4007,600 - 34, 6:19   ,Overlake Village Station,East,99566
Saturday , S600,4007,600 - 34, 6:22   ,Redmond Technology Station,East,99569
Saturday , S600,4013,600 - 34, 7:02   ,South Bellevue Station,East,99554
Saturday , S600,4013,600 - 34, 7:06   ,East Main Station,East,99556
Saturday , S600,4013,600 - 34, 7:09   ,Bellevue Downtown Station,East,99558
Saturday , S600,4013,600 - 34, 7:11   ,Wilburton Station,East,99560
Saturday , S600,4013,600 - 34, 7:13   ,Spring District Station,East,99562
Saturday , S600,4013,600 - 34, 7:15   ,BelRed Station,East,99564
Saturday , S600,4013,600 - 34, 7:19   ,Overlake Village Station,East,99566
Saturday , S600,4013,600 - 34, 7:22   ,Redmond Technology Station,East,99569
Saturday , S600,4019,600 - 34, 8:02   ,South Bellevue Station,East,99554
Saturday , S600,4019,600 - 34, 8:06   ,East Main Station,East,99556
Saturday , S600,4019,600 - 34, 8:09   ,Bellevue Downtown Station,East,99558
Saturday , S600,4019,600 - 34, 8:11   ,Wilburton Station,East,99560
Saturday , S600,4019,600 - 34, 8:13   ,Spring District Station,East,99562
Saturday , S600,4019,600 - 34, 8:15   ,BelRed Station,East,99564
Saturday , S600,4019,600 - 34, 8:19   ,Overlake Village Station,East,99566
Saturday , S600,4019,600 - 34, 8:22   ,Redmond Technology Station,East,99569
Saturday , S600,4025,600 - 34, 9:02   ,South Bellevue Station,East,99554
Saturday , S600,4025,600 - 34, 9:06   ,East Main Station,East,99556
Saturday , S600,4025,600 - 34, 9:09   ,Bellevue Downtown Station,East,99558
Saturday , S600,4025,600 - 34, 9:11   ,Wilburton Station,East,99560
Saturday , S600,4025,600 - 34, 9:13   ,Spring District Station,East,99562
Saturday , S600,4025,600 - 34, 9:15   ,BelRed Station,East,99564
Saturday , S600,4025,600 - 34, 9:19   ,Overlake Village Station,East,99566
Saturday , S600,4025,600 - 34, 9:22   ,Redmond Technology Station,East,99569
Saturday , S600,4031,600 - 34,10:02,South Bellevue Station,East,99554
Saturday , S600,4031,600 - 34,10:06,East Main Station,East,99556
Saturday , S600,4031,600 - 34,10:09,Bellevue Downtown Station,East,99558
Saturday , S600,4031,600 - 34,10:11,Wilburton Station,East,99560
Saturday , S600,4031,600 - 34,10:13,Spring District Station,East,99562
Saturday , S600,4031,600 - 34,10:15,BelRed Station,East,99564
Saturday , S600,4031,600 - 34,10:19,Overlake Village Station,East,99566
Saturday , S600,4031,600 - 34,10:22,Redmond Technology Station,East,99569
Saturday , S600,4037,600 - 34,11:02,South Bellevue Station,East,99554
Saturday , S600,4037,600 - 34,11:06,East Main Station,East,99556
Saturday , S600,4037,600 - 34,11:09,Bellevue Downtown Station,East,99558
Saturday , S600,4037,600 - 34,11:11,Wilburton Station,East,99560
Saturday , S600,4037,600 - 34,11:13,Spring District Station,East,99562
Saturday , S600,4037,600 - 34,11:15,BelRed Station,East,99564
Saturday , S600,4037,600 - 34,11:19,Overlake Village Station,East,99566
Saturday , S600,4037,600 - 34,11:22,Redmond Technology Station,East,99569
Saturday , S600,4043,600 - 34,12:02,South Bellevue Station,East,99554
Saturday , S600,4043,600 - 34,12:06,East Main Station,East,99556
Saturday , S600,4043,600 - 34,12:09,Bellevue Downtown Station,East,99558
Saturday , S600,4043,600 - 34,12:11,Wilburton Station,East,99560
Saturday , S600,4043,600 - 34,12:13,Spring District Station,East,99562
Saturday , S600,4043,600 - 34,12:15,BelRed Station,East,99564
Saturday , S600,4043,600 - 34,12:19,Overlake Village Station,East,99566
Saturday , S600,4043,600 - 34,12:22,Redmond Technology Station,East,99569
Saturday , S600,4049,600 - 34,13:02,South Bellevue Station,East,99554
Saturday , S600,4049,600 - 34,13:06,East Main Station,East,99556
Saturday , S600,4049,600 - 34,13:09,Bellevue Downtown Station,East,99558
Saturday , S600,4049,600 - 34,13:11,Wilburton Station,East,99560
Saturday , S600,4049,600 - 34,13:13,Spring District Station,East,99562
Saturday , S600,4049,600 - 34,13:15,BelRed Station,East,99564
Saturday , S600,4049,600 - 34,13:19,Overlake Village Station,East,99566
Saturday , S600,4049,600 - 34,13:22,Redmond Technology Station,East,99569
Saturday , S600,4055,600 - 34,14:02,South Bellevue Station,East,99554
Saturday , S600,4055,600 - 34,14:06,East Main Station,East,99556
Saturday , S600,4055,600 - 34,14:09,Bellevue Downtown Station,East,99558
Saturday , S600,4055,600 - 34,14:11,Wilburton Station,East,99560
Saturday , S600,4055,600 - 34,14:13,Spring District Station,East,99562
Saturday , S600,4055,600 - 34,14:15,BelRed Station,East,99564
Saturday , S600,4055,600 - 34,14:19,Overlake Village Station,East,99566
Saturday , S600,4055,600 - 34,14:22,Redmond Technology Station,East,99569
Saturday , S600,4061,600 - 34,15:02,South Bellevue Station,East,99554
Saturday , S600,4061,600 - 34,15:06,East Main Station,East,99556
Saturday , S600,4061,600 - 34,15:09,Bellevue Downtown Station,East,99558
Saturday , S600,4061,600 - 34,15:11,Wilburton Station,East,99560
Saturday , S600,4061,600 - 34,15:13,Spring District Station,East,99562
Saturday , S600,4061,600 - 34,15:15,BelRed Station,East,99564
Saturday , S600,4061,600 - 34,15:19,Overlake Village Station,East,99566
Saturday , S600,4061,600 - 34,15:22,Redmond Technology Station,East,99569
Saturday , S600,4067,600 - 34,16:02,South Bellevue Station,East,99554
Saturday , S600,4067,600 - 34,16:06,East Main Station,East,99556
Saturday , S600,4067,600 - 34,16:09,Bellevue Downtown Station,East,99558
Saturday , S600,4067,600 - 34,16:11,Wilburton Station,East,99560
Saturday , S600,4067,600 - 34,16:13,Spring District Station,East,99562
Saturday , S600,4067,600 - 34,16:15,BelRed Station,East,99564
Saturday , S600,4067,600 - 34,16:19,Overlake Village Station,East,99566
Saturday , S600,4067,600 - 34,16:22,Redmond Technology Station,East,99569
Saturday , S600,4073,600 - 34,17:02,South Bellevue Station,East,99554
Saturday , S600,4073,600 - 34,17:06,East Main Station,East,99556
Saturday , S600,4073,600 - 34,17:09,Bellevue Downtown Station,East,99558
Saturday , S600,4073,600 - 34,17:11,Wilburton Station,East,99560
Saturday , S600,4073,600 - 34,17:13,Spring District Station,East,99562
Saturday , S600,4073,600 - 34,17:15,BelRed Station,East,99564
Saturday , S600,4073,600 - 34,17:19,Overlake Village Station,East,99566
Saturday , S600,4073,600 - 34,17:22,Redmond Technology Station,East,99569
Saturday , S600,4079,600 - 34,18:02,South Bellevue Station,East,99554
Saturday , S600,4079,600 - 34,18:06,East Main Station,East,99556
Saturday , S600,4079,600 - 34,18:09,Bellevue Downtown Station,East,99558
Saturday , S600,4079,600 - 34,18:11,Wilburton Station,East,99560
Saturday , S600,4079,600 - 34,18:13,Spring District Station,East,99562
Saturday , S600,4079,600 - 34,18:15,BelRed Station,East,99564
Saturday , S600,4079,600 - 34,18:19,Overlake Village Station,East,99566
Saturday , S600,4079,600 - 34,18:22,Redmond Technology Station,East,99569
Saturday , S600,4085,600 - 34,19:02,South Bellevue Station,East,99554
Saturday , S600,4085,600 - 34,19:06,East Main Station,East,99556
Saturday , S600,4085,600 - 34,19:09,Bellevue Downtown Station,East,99558
Saturday , S600,4085,600 - 34,19:11,Wilburton Station,East,99560
Saturday , S600,4085,600 - 34,19:13,Spring District Station,East,99562
Saturday , S600,4085,600 - 34,19:15,BelRed Station,East,99564
Saturday , S600,4085,600 - 34,19:19,Overlake Village Station,East,99566
Saturday , S600,4085,600 - 34,19:22,Redmond Technology Station,East,99569
Saturday , S600,4091,600 - 34,20:02,South Bellevue Station,East,99554
Saturday , S600,4091,600 - 34,20:06,East Main Station,East,99556
Saturday , S600,4091,600 - 34,20:09,Bellevue Downtown Station,East,99558
Saturday , S600,4091,600 - 34,20:11,Wilburton Station,East,99560
Saturday , S600,4091,600 - 34,20:13,Spring District Station,East,99562
Saturday , S600,4091,600 - 34,20:15,BelRed Station,East,99564
Saturday , S600,4091,600 - 34,20:19,Overlake Village Station,East,99566
Saturday , S600,4091,600 - 34,20:22,Redmond Technology Station,East,99569
Saturday , S600,4097,600 - 34,21:02,South Bellevue Station,East,99554
Saturday , S600,4097,600 - 34,21:06,East Main Station,East,99556
Saturday , S600,4097,600 - 34,21:09,Bellevue Downtown Station,East,99558
Saturday , S600,4097,600 - 34,21:11,Wilburton Station,East,99560
Saturday , S600,4097,600 - 34,21:13,Spring District Station,East,99562
Saturday , S600,4097,600 - 34,21:15,BelRed Station,East,99564
Saturday , S600,4097,600 - 34,21:19,Overlake Village Station,East,99566
Saturday , S600,4097,600 - 34,21:22,Redmond Technology Station,East,99569
Saturday , S600,403,600 - 34,22:02,South Bellevue Station,East,99554
Saturday , S600,403,600 - 34,22:06,East Main Station,East,99556
Saturday , S600,403,600 - 34,22:09,Bellevue Downtown Station,East,99558
Saturday , S600,403,600 - 34,22:11,Wilburton Station,East,99560
Saturday ,,452,600 - 35, 5:27   ,East Link Base,,92015
Saturday ,,452,600 - 35, 5:29   ,Spring District Station,,99562
Saturday , S600,3005,600 - 35, 5:45   ,Redmond Technology Station,West,99568
Saturday , S600,3005,600 - 35, 5:47   ,Overlake Village Station,West,99567
Saturday , S600,3005,600 - 35, 5:52   ,BelRed Station,West,99565
Saturday , S600,3005,600 - 35, 5:54   ,Spring District Station,West,99563
Saturday , S600,3005,600 - 35, 5:56   ,Wilburton Station,West,99561
Saturday , S600,3005,600 - 35, 5:58   ,Bellevue Downtown Station,West,99559
Saturday , S600,3005,600 - 35, 6:02   ,East Main Station,West,99557
Saturday , S600,3005,600 - 35, 6:05   ,South Bellevue Station,West,99554
Saturday , S600,3011,600 - 35, 6:45   ,Redmond Technology Station,West,99568
Saturday , S600,3011,600 - 35, 6:47   ,Overlake Village Station,West,99567
Saturday , S600,3011,600 - 35, 6:52   ,BelRed Station,West,99565
Saturday , S600,3011,600 - 35, 6:54   ,Spring District Station,West,99563
Saturday , S600,3011,600 - 35, 6:56   ,Wilburton Station,West,99561
Saturday , S600,3011,600 - 35, 6:58   ,Bellevue Downtown Station,West,99559
Saturday , S600,3011,600 - 35, 7:02   ,East Main Station,West,99557
Saturday , S600,3011,600 - 35, 7:05   ,South Bellevue Station,West,99554
Saturday , S600,3017,600 - 35, 7:45   ,Redmond Technology Station,West,99568
Saturday , S600,3017,600 - 35, 7:47   ,Overlake Village Station,West,99567
Saturday , S600,3017,600 - 35, 7:52   ,BelRed Station,West,99565
Saturday , S600,3017,600 - 35, 7:54   ,Spring District Station,West,99563
Saturday , S600,3017,600 - 35, 7:56   ,Wilburton Station,West,99561
Saturday , S600,3017,600 - 35, 7:58   ,Bellevue Downtown Station,West,99559
Saturday , S600,3017,600 - 35, 8:02   ,East Main Station,West,99557
Saturday , S600,3017,600 - 35, 8:05   ,South Bellevue Station,West,99554
Saturday , S600,3023,600 - 35, 8:45   ,Redmond Technology Station,West,99568
Saturday , S600,3023,600 - 35, 8:47   ,Overlake Village Station,West,99567
Saturday , S600,3023,600 - 35, 8:52   ,BelRed Station,West,99565
Saturday , S600,3023,600 - 35, 8:54   ,Spring District Station,West,99563
Saturday , S600,3023,600 - 35, 8:56   ,Wilburton Station,West,99561
Saturday , S600,3023,600 - 35, 8:58   ,Bellevue Downtown Station,West,99559
Saturday , S600,3023,600 - 35, 9:02   ,East Main Station,West,99557
Saturday , S600,3023,600 - 35, 9:05   ,South Bellevue Station,West,99554
Saturday , S600,3029,600 - 35, 9:45   ,Redmond Technology Station,West,99568
Saturday , S600,3029,600 - 35, 9:47   ,Overlake Village Station,West,99567
Saturday , S600,3029,600 - 35, 9:52   ,BelRed Station,West,99565
Saturday , S600,3029,600 - 35, 9:54   ,Spring District Station,West,99563
Saturday , S600,3029,600 - 35, 9:56   ,Wilburton Station,West,99561
Saturday , S600,3029,600 - 35, 9:58   ,Bellevue Downtown Station,West,99559
Saturday , S600,3029,600 - 35,10:02,East Main Station,West,99557
Saturday , S600,3029,600 - 35,10:05,South Bellevue Station,West,99554
Saturday , S600,3035,600 - 35,10:45,Redmond Technology Station,West,99568
Saturday , S600,3035,600 - 35,10:47,Overlake Village Station,West,99567
Saturday , S600,3035,600 - 35,10:52,BelRed Station,West,99565
Saturday , S600,3035,600 - 35,10:54,Spring District Station,West,99563
Saturday , S600,3035,600 - 35,10:56,Wilburton Station,West,99561
Saturday , S600,3035,600 - 35,10:58,Bellevue Downtown Station,West,99559
Saturday , S600,3035,600 - 35,11:02,East Main Station,West,99557
Saturday , S600,3035,600 - 35,11:05,South Bellevue Station,West,99554
Saturday , S600,3041,600 - 35,11:45,Redmond Technology Station,West,99568
Saturday , S600,3041,600 - 35,11:47,Overlake Village Station,West,99567
Saturday , S600,3041,600 - 35,11:52,BelRed Station,West,99565
Saturday , S600,3041,600 - 35,11:54,Spring District Station,West,99563
Saturday , S600,3041,600 - 35,11:56,Wilburton Station,West,99561
Saturday , S600,3041,600 - 35,11:58,Bellevue Downtown Station,West,99559
Saturday , S600,3041,600 - 35,12:02,East Main Station,West,99557
Saturday , S600,3041,600 - 35,12:05,South Bellevue Station,West,99554
Saturday , S600,3047,600 - 35,12:45,Redmond Technology Station,West,99568
Saturday , S600,3047,600 - 35,12:47,Overlake Village Station,West,99567
Saturday , S600,3047,600 - 35,12:52,BelRed Station,West,99565
Saturday , S600,3047,600 - 35,12:54,Spring District Station,West,99563
Saturday , S600,3047,600 - 35,12:56,Wilburton Station,West,99561
Saturday , S600,3047,600 - 35,12:58,Bellevue Downtown Station,West,99559
Saturday , S600,3047,600 - 35,13:02,East Main Station,West,99557
Saturday , S600,3047,600 - 35,13:05,South Bellevue Station,West,99554
Saturday , S600,3053,600 - 35,13:45,Redmond Technology Station,West,99568
Saturday , S600,3053,600 - 35,13:47,Overlake Village Station,West,99567
Saturday , S600,3053,600 - 35,13:52,BelRed Station,West,99565
Saturday , S600,3053,600 - 35,13:54,Spring District Station,West,99563
Saturday , S600,3053,600 - 35,13:56,Wilburton Station,West,99561
Saturday , S600,3053,600 - 35,13:58,Bellevue Downtown Station,West,99559
Saturday , S600,3053,600 - 35,14:02,East Main Station,West,99557
Saturday , S600,3053,600 - 35,14:05,South Bellevue Station,West,99554
Saturday , S600,3059,600 - 35,14:45,Redmond Technology Station,West,99568
Saturday , S600,3059,600 - 35,14:47,Overlake Village Station,West,99567
Saturday , S600,3059,600 - 35,14:52,BelRed Station,West,99565
Saturday , S600,3059,600 - 35,14:54,Spring District Station,West,99563
Saturday , S600,3059,600 - 35,14:56,Wilburton Station,West,99561
Saturday , S600,3059,600 - 35,14:58,Bellevue Downtown Station,West,99559
Saturday , S600,3059,600 - 35,15:02,East Main Station,West,99557
Saturday , S600,3059,600 - 35,15:05,South Bellevue Station,West,99554
Saturday , S600,3065,600 - 35,15:45,Redmond Technology Station,West,99568
Saturday , S600,3065,600 - 35,15:47,Overlake Village Station,West,99567
Saturday , S600,3065,600 - 35,15:52,BelRed Station,West,99565
Saturday , S600,3065,600 - 35,15:54,Spring District Station,West,99563
Saturday , S600,3065,600 - 35,15:56,Wilburton Station,West,99561
Saturday , S600,3065,600 - 35,15:58,Bellevue Downtown Station,West,99559
Saturday , S600,3065,600 - 35,16:02,East Main Station,West,99557
Saturday , S600,3065,600 - 35,16:05,South Bellevue Station,West,99554
Saturday , S600,3071,600 - 35,16:45,Redmond Technology Station,West,99568
Saturday , S600,3071,600 - 35,16:47,Overlake Village Station,West,99567
Saturday , S600,3071,600 - 35,16:52,BelRed Station,West,99565
Saturday , S600,3071,600 - 35,16:54,Spring District Station,West,99563
Saturday , S600,3071,600 - 35,16:56,Wilburton Station,West,99561
Saturday , S600,3071,600 - 35,16:58,Bellevue Downtown Station,West,99559
Saturday , S600,3071,600 - 35,17:02,East Main Station,West,99557
Saturday , S600,3071,600 - 35,17:05,South Bellevue Station,West,99554
Saturday , S600,3077,600 - 35,17:45,Redmond Technology Station,West,99568
Saturday , S600,3077,600 - 35,17:47,Overlake Village Station,West,99567
