service_id,route_id,trip_id,block_id,sch_arr_time,stop_name,stop_id,stop_seq,direction_name
Saturday ,  574,    6451,   16015,17,52   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6451,   16015,17,55   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6451,   16015,18,01   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6451,   16015,18,15   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6451,   16015,18,29   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6451,   16015,18,38   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  574,    6405,   16000, 4,08   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6405,   16000, 4,18   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6405,   16000, 4,30   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6405,   16000, 4,45   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6405,   16000, 4,51   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6405,   16000, 4,54   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6405,   16000, 5,03   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6405,   16000, 5,08   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,  574,    6437,   16016, 9,33   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6437,   16016, 9,40   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6437,   16016, 9,51   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6437,   16016, 9,54   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6437,   16016,10,00   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6437,   16016,10,13   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6437,   16016,10,26   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6437,   16016,10,35   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  574,    6417,   16015,12,51   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6417,   16015,13,02   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6417,   16015,13,15   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6417,   16015,13,30   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6417,   16015,13,37   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6417,   16015,13,41   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6417,   16015,13,52   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6417,   16015,13,57   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,  574,    6418,   16006,13,21   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6418,   16006,13,32   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6418,   16006,13,45   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6418,   16006,14,00   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6418,   16006,14,07   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6418,   16006,14,11   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6418,   16006,14,22   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6418,   16006,14,27   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,  574,    6456,   16015,20,33   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6456,   16015,20,40   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6456,   16015,20,51   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6456,   16015,20,54   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6456,   16015,21,00   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6456,   16015,21,14   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6456,   16015,21,28   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6456,   16015,21,37   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  560,    6120,   16005, 5,47   ,Bellevue TC - Bay 6,Belv6,          1,West
Saturday ,  560,    6120,   16005, 5,52   ,Newport Hills P&R,NPHPR,          2,West
Saturday ,  560,    6120,   16005, 5,55   ,I-405 Ramp/N 30 St,40530,          3,West
Saturday ,  560,    6120,   16005, 6,06   ,Renton TC - Bay 4,Rent4,          4,West
Saturday ,  560,    6120,   16005, 6,19   ,SeaTac Airport Terminal Bay,seatac,          5,West
Saturday ,  560,    6120,   16005, 6,33   ,Burien TC-Bay 4,BurTC,          6,West
Saturday ,  560,    6120,   16005, 6,49   ,Westwood Village Bay 2,26Bart,          7,West
Saturday ,  560,    6113,   16027,17,02   ,25th/Barton,25Bart,          1,East
Saturday ,  560,    6113,   16027,17,20   ,Burien TC-Bay 6,BurTC6,          2,East
Saturday ,  560,    6113,   16027,17,29   ,SeaTac Airport Terminal Bay,seatac,          3,East
Saturday ,  560,    6113,   16027,17,52   ,Renton TC - Bay 1,Rent1,          4,East
Saturday ,  560,    6113,   16027,18,05   ,I-405 Ramp/N 30 St EB,40530E,          5,East
Saturday ,  560,    6113,   16027,18,09   ,Newport Hills P&R,NPHPR,          6,East
Saturday ,  560,    6113,   16027,18,17   ,Bellevue TC - Bay 7,Belv7,          7,East
Saturday ,  560,    6114,   16036,18,04   ,25th/Barton,25Bart,          1,East
Saturday ,  560,    6114,   16036,18,22   ,Burien TC-Bay 6,BurTC6,          2,East
Saturday ,  560,    6114,   16036,18,31   ,SeaTac Airport Terminal Bay,seatac,          3,East
Saturday ,  560,    6114,   16036,18,53   ,Renton TC - Bay 1,Rent1,          4,East
Saturday ,  560,    6114,   16036,19,05   ,I-405 Ramp/N 30 St EB,40530E,          5,East
Saturday ,  560,    6114,   16036,19,09   ,Newport Hills P&R,NPHPR,          6,East
Saturday ,  560,    6114,   16036,19,17   ,Bellevue TC - Bay 7,Belv7,          7,East
Saturday ,  560,    6112,   16025,16,02   ,25th/Barton,25Bart,          1,East
Saturday ,  560,    6112,   16025,16,20   ,Burien TC-Bay 6,BurTC6,          2,East
Saturday ,  560,    6112,   16025,16,29   ,SeaTac Airport Terminal Bay,seatac,          3,East
Saturday ,  560,    6112,   16025,16,53   ,Renton TC - Bay 1,Rent1,          4,East
Saturday ,  560,    6112,   16025,17,05   ,I-405 Ramp/N 30 St EB,40530E,          5,East
Saturday ,  560,    6112,   16025,17,09   ,Newport Hills P&R,NPHPR,          6,East
Saturday ,  560,    6112,   16025,17,17   ,Bellevue TC - Bay 7,Belv7,          7,East
Saturday ,  560,    6116,   16035,20,06   ,25th/Barton,25Bart,          1,East
Saturday ,  560,    6116,   16035,20,23   ,Burien TC-Bay 6,BurTC6,          2,East
Saturday ,  560,    6116,   16035,20,33   ,SeaTac Airport Terminal Bay,seatac,          3,East
Saturday ,  560,    6116,   16035,20,55   ,Renton TC - Bay 1,Rent1,          4,East
Saturday ,  560,    6116,   16035,21,05   ,I-405 Ramp/N 30 St EB,40530E,          5,East
Saturday ,  560,    6116,   16035,21,09   ,Newport Hills P&R,NPHPR,          6,East
Saturday ,  560,    6116,   16035,21,17   ,Bellevue TC - Bay 7,Belv7,          7,East
Saturday ,  560,    6101,   16004, 5,15   ,25th/Barton,25Bart,          1,East
Saturday ,  560,    6101,   16004, 5,31   ,Burien TC-Bay 6,BurTC6,          2,East
Saturday ,  560,    6101,   16004, 5,39   ,SeaTac Airport Terminal Bay,seatac,          3,East
Saturday ,  560,    6101,   16004, 5,58   ,Renton TC - Bay 1,Rent1,          4,East
Saturday ,  560,    6101,   16004, 6,07   ,I-405 Ramp/N 30 St EB,40530E,          5,East
Saturday ,  560,    6101,   16004, 6,10   ,Newport Hills P&R,NPHPR,          6,East
Saturday ,  560,    6101,   16004, 6,17   ,Bellevue TC - Bay 7,Belv7,          7,East
Saturday ,  560,    6118,   16033,22,11   ,25th/Barton,25Bart,          1,East
Saturday ,  560,    6118,   16033,22,27   ,Burien TC-Bay 6,BurTC6,          2,East
Saturday ,  560,    6118,   16033,22,37   ,SeaTac Airport Terminal Bay,seatac,          3,East
Saturday ,  560,    6118,   16033,22,57   ,Renton TC - Bay 1,Rent1,          4,East
Saturday ,  560,    6118,   16033,23,06   ,I-405 Ramp/N 30 St EB,40530E,          5,East
Saturday ,  560,    6118,   16033,23,09   ,Newport Hills P&R,NPHPR,          6,East
Saturday ,  560,    6118,   16033,23,17   ,Bellevue TC - Bay 7,Belv7,          7,East
Saturday ,  560,    6115,   16033,19,05   ,25th/Barton,25Bart,          1,East
Saturday ,  560,    6115,   16033,19,22   ,Burien TC-Bay 6,BurTC6,          2,East
Saturday ,  560,    6115,   16033,19,32   ,SeaTac Airport Terminal Bay,seatac,          3,East
Saturday ,  560,    6115,   16033,19,54   ,Renton TC - Bay 1,Rent1,          4,East
Saturday ,  560,    6115,   16033,20,05   ,I-405 Ramp/N 30 St EB,40530E,          5,East
Saturday ,  560,    6115,   16033,20,09   ,Newport Hills P&R,NPHPR,          6,East
Saturday ,  560,    6115,   16033,20,17   ,Bellevue TC - Bay 7,Belv7,          7,East
Saturday ,  560,    6117,   16036,21,08   ,25th/Barton,25Bart,          1,East
Saturday ,  560,    6117,   16036,21,24   ,Burien TC-Bay 6,BurTC6,          2,East
Saturday ,  560,    6117,   16036,21,34   ,SeaTac Airport Terminal Bay,seatac,          3,East
Saturday ,  560,    6117,   16036,21,56   ,Renton TC - Bay 1,Rent1,          4,East
Saturday ,  560,    6117,   16036,22,05   ,I-405 Ramp/N 30 St EB,40530E,          5,East
Saturday ,  560,    6117,   16036,22,09   ,Newport Hills P&R,NPHPR,          6,East
Saturday ,  560,    6117,   16036,22,17   ,Bellevue TC - Bay 7,Belv7,          7,East
Saturday ,  560,    6119,   16035,23,14   ,25th/Barton,25Bart,          1,East
Saturday ,  560,    6119,   16035,23,30   ,Burien TC-Bay 6,BurTC6,          2,East
Saturday ,  560,    6119,   16035,23,39   ,SeaTac Airport Terminal Bay,seatac,          3,East
Saturday ,  560,    6119,   16035,23,58   ,Renton TC - Bay 1,Rent1,          4,East
Saturday ,  560,    6119,   16035,24,06   ,I-405 Ramp/N 30 St EB,40530E,          5,East
Saturday ,  560,    6119,   16035,24,09   ,Newport Hills P&R,NPHPR,          6,East
Saturday ,  560,    6119,   16035,24,17   ,Bellevue TC - Bay 7,Belv7,          7,East
Saturday ,  574,    6442,   16026,13,03   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6442,   16026,13,10   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6442,   16026,13,22   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6442,   16026,13,25   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6442,   16026,13,31   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6442,   16026,13,46   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6442,   16026,14,00   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6442,   16026,14,09   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  574,    6446,   16006,15,03   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6446,   16006,15,10   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6446,   16006,15,22   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6446,   16006,15,25   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6446,   16006,15,31   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6446,   16006,15,45   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6446,   16006,15,59   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6446,   16006,16,08   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  574,    6423,   16015,15,51   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6423,   16015,16,02   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6423,   16015,16,15   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6423,   16015,16,30   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6423,   16015,16,37   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6423,   16015,16,41   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6423,   16015,16,52   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6423,   16015,16,57   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,  574,    6439,   16015,11,33   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6439,   16015,11,40   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6439,   16015,11,52   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6439,   16015,11,55   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6439,   16015,12,01   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6439,   16015,12,16   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6439,   16015,12,30   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6439,   16015,12,39   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  574,    6438,   16008,10,33   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6438,   16008,10,40   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6438,   16008,10,52   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6438,   16008,10,55   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6438,   16008,11,01   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6438,   16008,11,15   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6438,   16008,11,30   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6438,   16008,11,39   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  574,    6440,   16006,12,03   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6440,   16006,12,10   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6440,   16006,12,22   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6440,   16006,12,25   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6440,   16006,12,31   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6440,   16006,12,46   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6440,   16006,13,00   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6440,   16006,13,09   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  574,    6455,   16008,19,33   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6455,   16008,19,40   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6455,   16008,19,51   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6455,   16008,19,54   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6455,   16008,20,00   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6455,   16008,20,14   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6455,   16008,20,28   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6455,   16008,20,37   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  574,    6406,   16001, 4,38   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6406,   16001, 4,48   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6406,   16001, 5,00   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6406,   16001, 5,15   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6406,   16001, 5,21   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6406,   16001, 5,24   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6406,   16001, 5,33   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6406,   16001, 5,38   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,  574,    6449,   16032,16,33   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6449,   16032,16,40   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6449,   16032,16,52   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6449,   16032,16,55   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6449,   16032,17,01   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6449,   16032,17,15   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6449,   16032,17,29   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6449,   16032,17,38   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,,   98747,   16015,13,57   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98747,   16015,14,08   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98694,   16026,18,27   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98694,   16026,18,38   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98748,   16015,14,26   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98748,   16015,14,33   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98673,   16034,22,39   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98673,   16034,22,43   ,Fairview Ave and Thomas St,fvthom,          2,
Saturday ,,   98672,   16034,22,16   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98672,   16034,22,20   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98749,   16015,16,57   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98749,   16015,17,08   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98751,   16015,19,56   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98751,   16015,20,05   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98695,   16026,18,56   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98695,   16026,19,03   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98485,   16014,16,37   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98485,   16014,16,42   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98459,   16031,17,37   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98459,   16031,17,43   ,Fairview Ave and Thomas St,fvthom,          2,
Saturday ,,   98482,   16014,12,51   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98482,   16014,12,55   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98648,   16008, 9,41   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98648,   16008, 9,50   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98671,   16034,18,39   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98671,   16034,18,43   ,Fairview Ave and Thomas St,fvthom,          2,
Saturday ,,   98461,   16031,21,39   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98461,   16031,21,43   ,Fairview Ave and Thomas St,fvthom,          2,
Saturday ,,   98669,   16019,14,37   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98669,   16019,14,43   ,Fairview Ave and Thomas St,fvthom,          2,
Saturday ,,   98457,   16017,13,37   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98457,   16017,13,43   ,Fairview Ave and Thomas St,fvthom,          2,
Saturday ,,   98690,   16026,12,27   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98690,   16026,12,38   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98670,   16034,18,17   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98670,   16034,18,21   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98691,   16026,12,56   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98691,   16026,13,03   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98693,   16026,15,56   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98693,   16026,16,03   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98460,   16031,21,16   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98460,   16031,21,20   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98649,   16008,10,26   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98649,   16008,10,33   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98650,   16008,12,57   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98650,   16008,13,08   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98750,   16015,17,26   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98750,   16015,17,33   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98656,   16008,21,56   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98656,   16008,22,05   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98752,   16015,20,26   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98752,   16015,20,33   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98668,   16019,14,17   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98668,   16019,14,21   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98458,   16031,17,17   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98458,   16031,17,21   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98483,   16014,13,07   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98483,   16014,13,12   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98484,   16014,16,21   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98484,   16014,16,25   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98486,   16014,19,53   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98486,   16014,19,57   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98487,   16014,20,39   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98487,   16014,20,42   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98651,   16008,13,26   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98651,   16008,13,33   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98657,   16008,22,27   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98657,   16008,22,33   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98666,   16019,10,16   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98666,   16019,10,20   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98667,   16019,10,37   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98667,   16019,10,43   ,Fairview Ave and Thomas St,fvthom,          2,
Saturday ,,   98692,   16026,15,27   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98692,   16026,15,38   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98329,   16013, 8,16   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98329,   16013, 8,20   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98397,   16006, 7,48   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98397,   16006, 7,52   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98398,   16006, 8,09   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98398,   16006, 8,13   ,Fairview Ave and Thomas St,fvthom,          2,
Saturday ,,   98330,   16013, 8,39   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98330,   16013, 8,43   ,Fairview Ave and Thomas St,fvthom,          2,
Saturday ,,   98438,   16028,23,23   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98438,   16028,23,26   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98439,   16028,23,38   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98439,   16028,23,42   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98456,   16017,13,17   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98456,   16017,13,21   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98312,   16006,14,56   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98312,   16006,15,03   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98331,   16013,12,17   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98331,   16013,12,21   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98334,   16030,16,37   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98334,   16030,16,43   ,Fairview Ave and Thomas St,fvthom,          2,
Saturday ,,   98336,   16030,20,39   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98336,   16030,20,43   ,Fairview Ave and Thomas St,fvthom,          2,
Saturday ,,   98314,   16006,17,56   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98314,   16006,18,03   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98333,   16030,16,17   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98333,   16030,16,21   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98400,   16006, 9,48   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98400,   16006, 9,52   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98263,   16011,11,37   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98263,   16011,11,42   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98332,   16013,12,37   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98332,   16013,12,43   ,Fairview Ave and Thomas St,fvthom,          2,
Saturday ,,   98261,   16011, 8,09   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98261,   16011, 8,12   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98264,   16011,14,51   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98264,   16011,14,55   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98262,   16011,11,21   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98262,   16011,11,25   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98265,   16011,15,07   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98265,   16011,15,12   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98308,   16012, 8,26   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98308,   16012, 8,33   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98335,   16030,20,16   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98335,   16030,20,20   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98399,   16006, 9,06   ,Federal Way TC - Bay 2,Fedwy,          1,
Saturday ,,   98399,   16006, 9,09   ,Federal Way TC - Bay 7,FedW7,          2,
Saturday ,,   98313,   16006,17,27   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98313,   16006,17,38   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98401,   16006,10,09   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98401,   16006,10,13   ,Fairview Ave and Thomas St,fvthom,          2,
Saturday ,,   98403,   16028,13,27   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98403,   16028,13,38   ,Seatac Airport Layover,stac,          2,
