service_id,route_id,trip_id,block_id,sch_arr_time,stop_name,stop_id,stop_seq,direction_name
Saturday ,  574,    6450,   16028,17,31   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6450,   16028,17,45   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6450,   16028,17,59   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6450,   16028,18,08   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  574,    6429,   16022,19,53   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6429,   16022,20,03   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6429,   16022,20,15   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6429,   16022,20,30   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6429,   16022,20,37   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6429,   16022,20,40   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6429,   16022,20,51   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6429,   16022,20,56   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,  574,    6452,   16006,18,03   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6452,   16006,18,10   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6452,   16006,18,22   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6452,   16006,18,25   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6452,   16006,18,31   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6452,   16006,18,45   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6452,   16006,18,59   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6452,   16006,19,08   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  574,    6412,   16012,10,08   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6412,   16012,10,19   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6412,   16012,10,32   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6412,   16012,10,47   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6412,   16012,10,54   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6412,   16012,10,58   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6412,   16012,11,09   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6412,   16012,11,14   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,  574,    6401,   16000, 2,13   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6401,   16000, 2,23   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6401,   16000, 2,35   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6401,   16000, 2,50   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6401,   16000, 2,56   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6401,   16000, 2,59   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6401,   16000, 3,08   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6401,   16000, 3,13   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,  574,    6421,   16008,14,51   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6421,   16008,15,02   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6421,   16008,15,15   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6421,   16008,15,30   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6421,   16008,15,37   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6421,   16008,15,41   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6421,   16008,15,52   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6421,   16008,15,57   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,  574,    6403,   16002, 3,08   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6403,   16002, 3,18   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6403,   16002, 3,30   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6403,   16002, 3,45   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6403,   16002, 3,51   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6403,   16002, 3,54   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6403,   16002, 4,03   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6403,   16002, 4,08   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,  574,    6441,   16022,12,33   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6441,   16022,12,40   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6441,   16022,12,52   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6441,   16022,12,55   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6441,   16022,13,01   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6441,   16022,13,16   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6441,   16022,13,30   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6441,   16022,13,39   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  577,    6657,   16011,19,13   ,Fairview Ave and Thomas St,fvthom,          1,South
Saturday ,  577,    6657,   16011,19,17   ,Stewart/9th,9stew,          2,South
Saturday ,  577,    6657,   16011,19,23   ,2Av/Pike,2pike,          3,South
Saturday ,  577,    6657,   16011,19,29   ,2AvExt/Jackson,2jack,          4,South
Saturday ,  577,    6657,   16011,20,00   ,Federal Way TC - Bay 2,Fedwy,          5,South
Saturday ,  578,    6719,   16019,10,43   ,Fairview Ave and Thomas St,fvthom,          1,South
Saturday ,  578,    6719,   16019,10,47   ,Stewart/9th,9stew,          2,South
Saturday ,  578,    6719,   16019,10,53   ,2Av/Pike,2pike,          3,South
Saturday ,  578,    6719,   16019,10,59   ,2AvExt/Jackson,2jack,          4,South
Saturday ,  578,    6719,   16019,11,32   ,Federal Way TC - Bay 2,Fedwy,          5,South
Saturday ,  578,    6719,   16019,11,44   ,,Abrn4,          6,South
Saturday ,  578,    6719,   16019,12,02   ,Sumner Station 2,smsta2,          7,South
Saturday ,  578,    6719,   16019,12,11   ,Puyallup Station - Bay 3,puyst3,          8,South
Saturday ,  578,    6704,   16019, 9,01   ,Puyallup Station - Bay 3,puyst3,          1,North
Saturday ,  578,    6704,   16019, 9,12   ,Sumner Station 1,smsta,          2,North
Saturday ,  578,    6704,   16019, 9,30   ,Auburn Station - Bay 3,Abrn3,          3,North
Saturday ,  578,    6704,   16019, 9,45   ,Federal Way TC - Bay 7,FedW7,          4,North
Saturday ,  578,    6704,   16019,10,08   ,4thAv/Univ,4Univ,          5,North
Saturday ,  578,    6704,   16019,10,10   ,4th and Pine St,4pine,          6,North
Saturday ,  578,    6704,   16019,10,14   ,Howell/9th,oliv7,          7,North
Saturday ,  578,    6704,   16019,10,16   ,Eastlake/Stewart,eastst,          8,North
Saturday ,  578,    6716,   16010, 7,43   ,Fairview Ave and Thomas St,fvthom,          1,South
Saturday ,  578,    6716,   16010, 7,47   ,Stewart/9th,9stew,          2,South
Saturday ,  578,    6716,   16010, 7,53   ,2Av/Pike,2pike,          3,South
Saturday ,  578,    6716,   16010, 7,58   ,2AvExt/Jackson,2jack,          4,South
Saturday ,  578,    6716,   16010, 8,30   ,Federal Way TC - Bay 2,Fedwy,          5,South
Saturday ,  578,    6716,   16010, 8,42   ,,Abrn4,          6,South
Saturday ,  578,    6716,   16010, 9,00   ,Sumner Station 2,smsta2,          7,South
Saturday ,  578,    6716,   16010, 9,09   ,Puyallup Station - Bay 3,puyst3,          8,South
Saturday ,  577,   82028,   16000, 6,15   ,Federal Way TC - Bay 7,FedW7,          1,North
Saturday ,  577,   82028,   16000, 6,40   ,4thAv/Univ,4Univ,          2,North
Saturday ,  577,   82028,   16000, 6,42   ,4th and Pine St,4pine,          3,North
Saturday ,  577,   82028,   16000, 6,46   ,Howell/9th,oliv7,          4,North
Saturday ,  577,   82028,   16000, 6,48   ,Eastlake/Stewart,eastst,          5,North
Saturday ,  577,    6635,   16006, 8,13   ,Fairview Ave and Thomas St,fvthom,          1,South
Saturday ,  577,    6635,   16006, 8,17   ,Stewart/9th,9stew,          2,South
Saturday ,  577,    6635,   16006, 8,23   ,2Av/Pike,2pike,          3,South
Saturday ,  577,    6635,   16006, 8,28   ,2AvExt/Jackson,2jack,          4,South
Saturday ,  577,    6635,   16006, 9,06   ,Federal Way TC - Bay 2,Fedwy,          5,South
Saturday ,  578,    6728,   16029,19,43   ,Fairview Ave and Thomas St,fvthom,          1,South
Saturday ,  578,    6728,   16029,19,47   ,Stewart/9th,9stew,          2,South
Saturday ,  578,    6728,   16029,19,53   ,2Av/Pike,2pike,          3,South
Saturday ,  578,    6728,   16029,19,58   ,2AvExt/Jackson,2jack,          4,South
Saturday ,  578,    6728,   16029,20,30   ,Federal Way TC - Bay 2,Fedwy,          5,South
Saturday ,  578,    6728,   16029,20,42   ,,Abrn4,          6,South
Saturday ,  578,    6728,   16029,21,00   ,Sumner Station 2,smsta2,          7,South
Saturday ,  578,    6728,   16029,21,09   ,Puyallup Station - Bay 3,puyst3,          8,South
Saturday ,  578,    6712,   16034,17,01   ,Puyallup Station - Bay 3,puyst3,          1,North
Saturday ,  578,    6712,   16034,17,12   ,Sumner Station 1,smsta,          2,North
Saturday ,  578,    6712,   16034,17,30   ,Auburn Station - Bay 3,Abrn3,          3,North
Saturday ,  578,    6712,   16034,17,45   ,Federal Way TC - Bay 7,FedW7,          4,North
Saturday ,  578,    6712,   16034,18,09   ,4thAv/Univ,4Univ,          5,North
Saturday ,  578,    6712,   16034,18,11   ,4th and Pine St,4pine,          6,North
Saturday ,  578,    6712,   16034,18,15   ,Howell/9th,oliv7,          7,North
Saturday ,  578,    6712,   16034,18,17   ,Eastlake/Stewart,eastst,          8,North
Saturday ,  578,    6711,   16031,16,01   ,Puyallup Station - Bay 3,puyst3,          1,North
Saturday ,  578,    6711,   16031,16,12   ,Sumner Station 1,smsta,          2,North
Saturday ,  578,    6711,   16031,16,30   ,Auburn Station - Bay 3,Abrn3,          3,North
Saturday ,  578,    6711,   16031,16,45   ,Federal Way TC - Bay 7,FedW7,          4,North
Saturday ,  578,    6711,   16031,17,09   ,4thAv/Univ,4Univ,          5,North
Saturday ,  578,    6711,   16031,17,11   ,4th and Pine St,4pine,          6,North
Saturday ,  578,    6711,   16031,17,15   ,Howell/9th,oliv7,          7,North
Saturday ,  578,    6711,   16031,17,17   ,Eastlake/Stewart,eastst,          8,North
Saturday ,  574,    6570,   16022,24,33   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6570,   16022,24,40   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6570,   16022,24,51   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6570,   16022,24,54   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6570,   16022,25,00   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6570,   16022,25,14   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6570,   16022,25,28   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6570,   16022,25,37   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  577,    6661,   16011,21,13   ,Fairview Ave and Thomas St,fvthom,          1,South
Saturday ,  577,    6661,   16011,21,17   ,Stewart/9th,9stew,          2,South
Saturday ,  577,    6661,   16011,21,23   ,2Av/Pike,2pike,          3,South
Saturday ,  577,    6661,   16011,21,29   ,2AvExt/Jackson,2jack,          4,South
Saturday ,  577,    6661,   16011,22,00   ,Federal Way TC - Bay 2,Fedwy,          5,South
Saturday ,  574,    6425,   16022,16,51   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6425,   16022,17,02   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6425,   16022,17,15   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6425,   16022,17,30   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6425,   16022,17,37   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6425,   16022,17,41   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6425,   16022,17,52   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6425,   16022,17,57   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,  574,    6402,   16001, 2,38   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6402,   16001, 2,48   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6402,   16001, 3,00   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6402,   16001, 3,15   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6402,   16001, 3,21   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6402,   16001, 3,24   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6402,   16001, 3,33   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6402,   16001, 3,38   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,  574,    6569,   16022,22,53   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6569,   16022,23,03   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6569,   16022,23,15   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6569,   16022,23,30   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6569,   16022,23,37   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6569,   16022,23,40   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6569,   16022,23,51   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6569,   16022,23,56   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,  574,    6458,   16008,22,33   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6458,   16008,22,40   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6458,   16008,22,51   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6458,   16008,22,54   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6458,   16008,23,00   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6458,   16008,23,14   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6458,   16008,23,28   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6458,   16008,23,37   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  574,    6430,   16008,20,53   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6430,   16008,21,03   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6430,   16008,21,15   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6430,   16008,21,30   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6430,   16008,21,37   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6430,   16008,21,40   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6430,   16008,21,51   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6430,   16008,21,56   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,  577,    6603,   16006, 7,15   ,Federal Way TC - Bay 7,FedW7,          1,North
Saturday ,  577,    6603,   16006, 7,40   ,4thAv/Univ,4Univ,          2,North
Saturday ,  577,    6603,   16006, 7,42   ,4th and Pine St,4pine,          3,North
Saturday ,  577,    6603,   16006, 7,46   ,Howell/9th,oliv7,          4,North
Saturday ,  577,    6603,   16006, 7,48   ,Eastlake/Stewart,eastst,          5,North
Saturday ,  574,    6432,   16002, 4,33   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6432,   16002, 4,40   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6432,   16002, 4,51   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6432,   16002, 4,54   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6432,   16002, 5,00   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6432,   16002, 5,11   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6432,   16002, 5,24   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6432,   16002, 5,33   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  577,    6627,   16028,19,15   ,Federal Way TC - Bay 7,FedW7,          1,North
Saturday ,  577,    6627,   16028,19,39   ,4thAv/Univ,4Univ,          2,North
Saturday ,  577,    6627,   16028,19,41   ,4th and Pine St,4pine,          3,North
Saturday ,  577,    6627,   16028,19,45   ,Howell/9th,oliv7,          4,North
Saturday ,  577,    6627,   16028,19,47   ,Eastlake/Stewart,eastst,          5,North
Saturday ,  577,    6609,   16003,10,15   ,Federal Way TC - Bay 7,FedW7,          1,North
Saturday ,  577,    6609,   16003,10,40   ,4thAv/Univ,4Univ,          2,North
Saturday ,  577,    6609,   16003,10,42   ,4th and Pine St,4pine,          3,North
Saturday ,  577,    6609,   16003,10,46   ,Howell/9th,oliv7,          4,North
Saturday ,  577,    6609,   16003,10,48   ,Eastlake/Stewart,eastst,          5,North
Saturday ,  577,    6611,   16023,11,15   ,Federal Way TC - Bay 7,FedW7,          1,North
Saturday ,  577,    6611,   16023,11,40   ,4thAv/Univ,4Univ,          2,North
Saturday ,  577,    6611,   16023,11,42   ,4th and Pine St,4pine,          3,North
Saturday ,  577,    6611,   16023,11,46   ,Howell/9th,oliv7,          4,North
